Order ID,Date,Day,Season,Customer Name,City,Region,State,Category,Sub Category,Sales,Discount,Profit,Average Temp,Holiday
OD4748,23-Sep-18,Sunday,Monsoon,Haseena,Karur,West,Tamil Nadu,Bakery,Breads & Buns,1199 ,0.20 ,456 ,28.3,No
OD4749,05-Dec-18,Wednesday,Winter,Shree,Bodi,West,Tamil Nadu,"Eggs, Meat & Fish",Eggs,2060 ,0.10 ,206 ,28.3,No
OD4750,12-Aug-18,Sunday,Monsoon,Amy,Krishnagiri,West,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,2062 ,0.30 ,928 ,28.3,No
OD4751,23-Aug-15,Sunday,Monsoon,Shree,Bodi,West,Tamil Nadu,Bakery,Cakes,509 ,0.30 ,26 ,29.8,No
OD4752,17-Sep-15,Thursday,Monsoon,Muneer,Trichy,West,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1907 ,0.20 ,324 ,28.3,No
OD4753,06-Dec-16,Tuesday,Winter,Sharon,Madurai,West,Tamil Nadu,Oil & Masala,Spices,883 ,0.20 ,247 ,28.3,No
OD4754,02-Oct-18,Tuesday,Post-Monsoon,Suresh,Krishnagiri,West,Tamil Nadu,Bakery,Biscuits,2018 ,0.20 ,787 ,28.3,Yes
OD4755,02-Oct-18,Tuesday,Post-Monsoon,Ramesh,Namakkal,West,Tamil Nadu,Beverages,Soft Drinks,777 ,0.20 ,194 ,28.3,Yes
OD4756,25-Nov-15,Wednesday,Post-Monsoon,Sharon,Nagercoil,West,Tamil Nadu,Bakery,Biscuits,1332 ,0.20 ,266 ,27.5,No
OD4757,27-Nov-18,Tuesday,Post-Monsoon,Sudha,Namakkal,West,Tamil Nadu,Food Grains,Organic Staples,776 ,0.30 ,155 ,28.3,No
OD4758,15-Sep-18,Saturday,Monsoon,Vidya,Trichy,West,Tamil Nadu,Beverages,Soft Drinks,1552 ,0.10 ,450 ,30.3,No
OD4759,23-Apr-17,Sunday,Winter,Jonas,Cumbum,West,Tamil Nadu,Food Grains,Organic Staples,1311 ,0.20 ,367 ,28.3,No
OD4760,02-Nov-16,Wednesday,Post-Monsoon,Rumaiza,Coimbatore,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,723 ,0.30 ,80 ,28.3,No
OD4761,07-Nov-15,Saturday,Post-Monsoon,Muneer,Tenkasi,West,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,605 ,0.10 ,260 ,31.8,No
OD4762,18-Sep-18,Tuesday,Monsoon,Willams,Chennai,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,666 ,0.10 ,286 ,25.9,No
OD4763,09-Aug-15,Sunday,Monsoon,Yusuf,Viluppuram,West,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,2199 ,0.10 ,616 ,30.1,No
OD4764,30-Sep-15,Wednesday,Monsoon,James,Virudhunagar,West,Tamil Nadu,Food Grains,Atta & Flour,1684 ,0.30 ,168 ,29.2,No
OD4765,06-Dec-17,Wednesday,Winter,Roshan,Trichy,West,Tamil Nadu,Food Grains,Dals & Pulses,1857 ,0.20 ,149 ,28.3,No
OD4766,15-Sep-17,Friday,Monsoon,Sundar,Vellore,West,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1344 ,0.20 ,134 ,28.3,No
OD4767,10-Sep-15,Thursday,Monsoon,Vinne,Virudhunagar,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,1107 ,0.20 ,221 ,29.2,No
OD4768,08-Dec-15,Tuesday,Winter,Haseena,Coimbatore,West,Tamil Nadu,Fruits & Veggies,Fresh Fruits,670 ,0.30 ,107 ,30.6,No
OD4769,17-Aug-16,Wednesday,Monsoon,Vinne,Trichy,West,Tamil Nadu,Bakery,Biscuits,794 ,0.30 ,230 ,28.3,Yes
OD4770,24-Dec-16,Saturday,Winter,Mathew,Vellore,West,Tamil Nadu,Snacks,Cookies,2223 ,0.20 ,222 ,28.3,Yes
OD4771,08-Jul-17,Saturday,Monsoon,Shree,Perambalur,West,Tamil Nadu,"Eggs, Meat & Fish",Eggs,2094 ,0.30 ,168 ,30.4,No
OD4772,30-Nov-15,Monday,Post-Monsoon,Kumar,Viluppuram,West,Tamil Nadu,Food Grains,Atta & Flour,665 ,0.20 ,259 ,25.9,No
OD4773,24-Nov-16,Thursday,Post-Monsoon,Ramesh,Cumbum,West,Tamil Nadu,Snacks,Chocolates,1908 ,0.30 ,534 ,28.3,Yes
OD4774,29-Jan-18,Monday,Winter,Ravi,Chennai,West,Tamil Nadu,Bakery,Biscuits,2494 ,0.20 ,648 ,28.3,No
OD4775,03-Jan-18,Wednesday,Winter,Amrish,Dharmapuri,West,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1249 ,0.30 ,400 ,28.3,No
OD4776,16-Aug-16,Tuesday,Monsoon,Peer,Coimbatore,West,Tamil Nadu,Snacks,Cookies,542 ,0.20 ,184 ,28.3,No
OD4777,06-Dec-16,Tuesday,Winter,Ganesh,Cumbum,West,Tamil Nadu,Snacks,Cookies,1844 ,0.30 ,811 ,28.3,No
OD4778,29-Jun-18,Friday,Summer,Esther,Dindigul,West,Tamil Nadu,Beverages,Soft Drinks,1682 ,0.30 ,740 ,28.3,No
OD4779,23-Aug-15,Sunday,Monsoon,Ram,Tirunelveli,West,Tamil Nadu,Beverages,Soft Drinks,860 ,0.10 ,275 ,29.8,No
OD4780,11-Nov-17,Saturday,Post-Monsoon,Vinne,Krishnagiri,West,Tamil Nadu,Snacks,Cookies,717 ,0.10 ,186 ,27.1,No
OD4781,20-Sep-16,Tuesday,Monsoon,Arutra,Dindigul,West,Tamil Nadu,Bakery,Breads & Buns,862 ,0.30 ,379 ,27.7,No
OD4782,13-Nov-18,Tuesday,Post-Monsoon,Surya,Kanyakumari,West,Tamil Nadu,Oil & Masala,Spices,1237 ,0.20 ,458 ,28.3,Yes
OD4783,03-Nov-17,Friday,Post-Monsoon,Krithika,Tirunelveli,West,Tamil Nadu,Oil & Masala,Masalas,1934 ,0.30 ,213 ,28.3,No
OD4784,25-May-16,Wednesday,Summer,Willams,Trichy,West,Tamil Nadu,Bakery,Cakes,2498 ,0.20 ,525 ,28.3,No
OD4785,01-Apr-18,Sunday,Winter,Amrish,Bodi,West,Tamil Nadu,"Eggs, Meat & Fish",Chicken,562 ,0.20 ,152 ,28.3,Yes
OD4786,11-Jun-17,Sunday,Summer,Adavan,Dharmapuri,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,2270 ,0.20 ,885 ,25.7,No
OD4787,21-Oct-18,Sunday,Post-Monsoon,Sheeba,Viluppuram,West,Tamil Nadu,Oil & Masala,Spices,976 ,0.20 ,342 ,27.9,No
OD4788,08-Jun-18,Friday,Summer,Esther,Vellore,West,Tamil Nadu,Snacks,Noodles,2355 ,0.20 ,895 ,32,No
OD4789,28-Sep-16,Wednesday,Monsoon,Sharon,Kanyakumari,West,Tamil Nadu,Beverages,Soft Drinks,1454 ,0.30 ,596 ,27.5,No
OD4790,08-Jul-17,Saturday,Monsoon,Amy,Perambalur,West,Tamil Nadu,Snacks,Chocolates,2352 ,0.30 ,1058 ,30.4,No
OD4791,19-Sep-18,Wednesday,Monsoon,Sundar,Tenkasi,West,Tamil Nadu,Bakery,Biscuits,694 ,0.30 ,90 ,26.8,No
OD4792,18-Jul-18,Wednesday,Monsoon,Ram,Bodi,West,Tamil Nadu,Food Grains,Dals & Pulses,2430 ,0.30 ,170 ,28.3,No
OD4793,08-Jul-17,Saturday,Monsoon,Vince,Karur,West,Tamil Nadu,"Eggs, Meat & Fish",Fish,616 ,0.20 ,216 ,30.4,No
OD4794,08-Dec-15,Tuesday,Winter,Arutra,Krishnagiri,West,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1482 ,0.30 ,652 ,30.6,No
OD4795,12-Nov-17,Sunday,Post-Monsoon,Ram,Chennai,West,Tamil Nadu,Fruits & Veggies,Fresh Fruits,876 ,0.30 ,123 ,28.3,No
OD4796,09-Aug-15,Sunday,Monsoon,Roshan,Ramanadhapuram,West,Tamil Nadu,Snacks,Noodles,533 ,0.10 ,144 ,30.1,No
OD4797,27-Dec-15,Sunday,Winter,Krithika,Ooty,West,Tamil Nadu,Oil & Masala,Spices,921 ,0.20 ,267 ,26.7,No
OD4798,12-Nov-17,Sunday,Post-Monsoon,James,Karur,West,Tamil Nadu,Fruits & Veggies,Organic Fruits,1955 ,0.20 ,763 ,28.3,No
OD4799,23-May-16,Monday,Summer,Ravi,Nagercoil,West,Tamil Nadu,Beverages,Soft Drinks,753 ,0.10 ,75 ,28.3,No
OD4800,02-Oct-18,Tuesday,Post-Monsoon,Sundar,Kanyakumari,West,Tamil Nadu,Oil & Masala,Masalas,886 ,0.20 ,213 ,28.3,Yes
OD4801,22-Aug-17,Tuesday,Monsoon,Rumaiza,Namakkal,West,Tamil Nadu,Snacks,Cookies,1301 ,0.10 ,351 ,29.5,No
OD4802,22-Dec-17,Friday,Winter,Verma,Trichy,West,Tamil Nadu,Beverages,Health Drinks,1277 ,0.40 ,243 ,26.5,No
OD4803,22-Dec-18,Saturday,Winter,Sundar,Kanyakumari,Central,Tamil Nadu,Snacks,Noodles,1961 ,0.10 ,628 ,28.3,No
OD4804,11-Dec-16,Sunday,Winter,Anu,Namakkal,Central,Tamil Nadu,Food Grains,Atta & Flour,1838 ,0.10 ,717 ,28.3,No
OD4805,01-Oct-17,Sunday,Post-Monsoon,Amrish,Viluppuram,Central,Tamil Nadu,Oil & Masala,Masalas,734 ,0.40 ,110 ,28.3,Yes
OD4806,10-Nov-17,Friday,Post-Monsoon,Vidya,Tenkasi,Central,Tamil Nadu,Bakery,Breads & Buns,856 ,0.30 ,325 ,30.6,No
OD4807,27-Dec-16,Tuesday,Winter,Sundar,Viluppuram,Central,Tamil Nadu,Bakery,Biscuits,702 ,0.30 ,232 ,28.3,No
OD4808,05-Sep-17,Tuesday,Monsoon,Ridhesh,Tenkasi,Central,Tamil Nadu,Beverages,Soft Drinks,1391 ,0.10 ,403 ,28.3,No
OD4809,22-Dec-18,Saturday,Winter,Komal,Kanyakumari,Central,Tamil Nadu,Beverages,Health Drinks,997 ,0.10 ,199 ,28.3,No
OD4810,11-Sep-17,Monday,Monsoon,Sheeba,Bodi,Central,Tamil Nadu,Food Grains,Dals & Pulses,2283 ,0.10 ,1027 ,27.7,No
OD4811,11-Dec-16,Sunday,Winter,Willams,Viluppuram,Central,Tamil Nadu,Oil & Masala,Masalas,1745 ,0.20 ,297 ,28.3,No
OD4812,14-May-18,Monday,Summer,Yadav,Coimbatore,Central,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,847 ,0.30 ,297 ,28.3,No
OD4813,15-Jan-18,Monday,Winter,Sheeba,Madurai,Central,Tamil Nadu,Food Grains,Atta & Flour,1578 ,0.30 ,615 ,28.3,No
OD4814,01-Aug-18,Wednesday,Monsoon,Sudha,Ooty,Central,Tamil Nadu,Oil & Masala,Spices,1643 ,0.30 ,247 ,28.3,No
OD4815,20-Sep-15,Sunday,Monsoon,Sudeep,Madurai,Central,Tamil Nadu,Food Grains,Dals & Pulses,1246 ,0.20 ,62 ,30.1,No
OD4816,11-Nov-18,Sunday,Post-Monsoon,Jackson,Coimbatore,Central,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1115 ,0.20 ,290 ,28.3,No
OD4817,23-Oct-16,Sunday,Post-Monsoon,Verma,Tirunelveli,Central,Tamil Nadu,Snacks,Chocolates,1958 ,0.30 ,607 ,28.3,No
OD4818,29-Nov-16,Tuesday,Post-Monsoon,Sharon,Madurai,Central,Tamil Nadu,Bakery,Breads & Buns,1913 ,0.20 ,804 ,28.3,No
OD4819,07-Aug-18,Tuesday,Monsoon,Ram,Tenkasi,Central,Tamil Nadu,Fruits & Veggies,Fresh Fruits,2293 ,0.20 ,183 ,28.3,No
OD4820,15-Dec-15,Tuesday,Winter,Arutra,Vellore,Central,Tamil Nadu,Snacks,Chocolates,1053 ,0.20 ,411 ,28.3,No
OD4821,05-Jun-18,Tuesday,Summer,Shah,Ramanadhapuram,Central,Tamil Nadu,Fruits & Veggies,Organic Vegetables,870 ,0.20 ,374 ,28.3,No
OD4822,17-Nov-17,Friday,Post-Monsoon,James,Viluppuram,Central,Tamil Nadu,Beverages,Soft Drinks,2489 ,0.30 ,597 ,28.3,No
OD4823,11-Jul-15,Saturday,Monsoon,Sabeela,Pudukottai,Central,Tamil Nadu,Bakery,Biscuits,2245 ,0.30 ,269 ,26.9,No
OD4824,15-Jan-18,Monday,Winter,Amy,Ooty,Central,Tamil Nadu,Snacks,Chocolates,658 ,0.20 ,224 ,28.3,No
OD4825,23-Jul-17,Sunday,Monsoon,Harish,Krishnagiri,Central,Tamil Nadu,"Eggs, Meat & Fish",Chicken,2251 ,0.20 ,900 ,28.3,No
OD4826,04-Dec-17,Monday,Winter,Esther,Viluppuram,East,Tamil Nadu,Oil & Masala,Masalas,2395 ,0.40 ,862 ,28.3,No
OD4827,23-Jul-15,Thursday,Monsoon,Hussain,Trichy,East,Tamil Nadu,Snacks,Chocolates,809 ,0.30 ,73 ,29.4,No
OD4828,22-Sep-18,Saturday,Monsoon,Yadav,Virudhunagar,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,1507 ,0.10 ,588 ,28.3,No
OD4829,01-Dec-15,Tuesday,Winter,Veena,Virudhunagar,East,Tamil Nadu,Snacks,Cookies,505 ,0.20 ,35 ,28.3,No
OD4830,16-Jun-16,Thursday,Summer,Ridhesh,Bodi,East,Tamil Nadu,Food Grains,Organic Staples,1981 ,0.20 ,159 ,28.3,No
OD4831,09-Aug-16,Tuesday,Monsoon,Jonas,Dharmapuri,East,Tamil Nadu,Beverages,Health Drinks,2414 ,0.20 ,773 ,30.8,No
OD4832,14-Oct-15,Wednesday,Post-Monsoon,Ramesh,Namakkal,East,Tamil Nadu,"Eggs, Meat & Fish",Eggs,1690 ,0.30 ,321 ,28.3,No
OD4833,30-May-16,Monday,Summer,Rumaiza,Namakkal,East,Tamil Nadu,Fruits & Veggies,Organic Fruits,916 ,0.20 ,284 ,28.3,No
OD4834,30-May-16,Monday,Summer,Muneer,Salem,East,Tamil Nadu,Beverages,Health Drinks,1210 ,0.30 ,85 ,28.3,No
OD4835,21-Jun-15,Sunday,Summer,Haseena,Karur,East,Tamil Nadu,Food Grains,Atta & Flour,1874 ,0.30 ,787 ,28.3,No
OD4836,20-Nov-18,Tuesday,Post-Monsoon,Muneer,Ramanadhapuram,East,Tamil Nadu,Snacks,Cookies,1153 ,0.10 ,496 ,27.1,No
OD4837,11-Jul-15,Saturday,Monsoon,Vidya,Ramanadhapuram,East,Tamil Nadu,Snacks,Chocolates,1046 ,0.10 ,398 ,26.9,No
OD4838,07-Nov-17,Tuesday,Post-Monsoon,Harish,Krishnagiri,East,Tamil Nadu,Snacks,Chocolates,2023 ,0.20 ,162 ,30.8,No
OD4839,09-Aug-16,Tuesday,Monsoon,Kumar,Kanyakumari,East,Tamil Nadu,Beverages,Soft Drinks,1304 ,0.30 ,352 ,30.8,No
OD4840,24-Nov-17,Friday,Post-Monsoon,Aditi,Ooty,East,Tamil Nadu,Food Grains,Atta & Flour,2266 ,0.20 ,340 ,28.3,Yes
OD4841,26-Mar-18,Monday,Winter,Amrish,Kanyakumari,East,Tamil Nadu,"Eggs, Meat & Fish",Mutton,944 ,0.20 ,330 ,28.3,No
OD4842,07-Nov-17,Tuesday,Post-Monsoon,Muneer,Perambalur,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,1646 ,0.30 ,214 ,30.8,No
OD4843,02-Dec-18,Sunday,Winter,James,Cumbum,East,Tamil Nadu,Beverages,Soft Drinks,1949 ,0.30 ,858 ,28.3,No
OD4844,20-Sep-15,Sunday,Monsoon,Amy,Perambalur,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,2399 ,0.30 ,1008 ,30.1,No
OD4845,09-Aug-16,Tuesday,Monsoon,Anu,Chennai,East,Tamil Nadu,Beverages,Health Drinks,1405 ,0.20 ,351 ,30.8,No
OD4846,21-Oct-17,Saturday,Post-Monsoon,Krithika,Krishnagiri,East,Tamil Nadu,Snacks,Noodles,1256 ,0.30 ,113 ,28.3,Yes
OD4847,07-Dec-16,Wednesday,Winter,Veena,Tenkasi,East,Tamil Nadu,Bakery,Breads & Buns,815 ,0.30 ,155 ,28.3,No
OD4848,20-Sep-15,Sunday,Monsoon,Arvind,Ramanadhapuram,East,Tamil Nadu,Bakery,Cakes,596 ,0.20 ,60 ,30.1,No
OD4849,19-Nov-15,Thursday,Post-Monsoon,Harish,Virudhunagar,East,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,721 ,0.10 ,325 ,26.2,No
OD4850,06-Jul-15,Monday,Monsoon,Kumar,Pudukottai,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,2420 ,0.30 ,847 ,32.4,No
OD4851,07-Dec-18,Friday,Winter,Jackson,Madurai,East,Tamil Nadu,Bakery,Breads & Buns,1570 ,0.30 ,675 ,28.3,No
OD4852,07-Jul-18,Saturday,Monsoon,Sharon,Theni,East,Tamil Nadu,Beverages,Soft Drinks,1417 ,0.30 ,638 ,31.9,No
OD4853,16-Sep-18,Sunday,Monsoon,Arutra,Dindigul,East,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,2384 ,0.20 ,596 ,28.8,No
OD4854,05-Oct-16,Wednesday,Post-Monsoon,Sudha,Krishnagiri,East,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,2273 ,0.10 ,296 ,28.3,No
OD4855,03-May-17,Wednesday,Summer,Roshan,Virudhunagar,East,Tamil Nadu,Snacks,Noodles,2250 ,0.30 ,675 ,28.3,No
OD4856,07-Jul-18,Saturday,Monsoon,Yusuf,Namakkal,East,Tamil Nadu,Bakery,Cakes,1828 ,0.40 ,713 ,31.9,No
OD4857,16-Sep-18,Sunday,Monsoon,Harish,Nagercoil,East,Tamil Nadu,Fruits & Veggies,Fresh Fruits,2108 ,0.30 ,232 ,28.8,No
OD4858,22-Sep-16,Thursday,Monsoon,Haseena,Perambalur,East,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1759 ,0.20 ,686 ,30.3,Yes
OD4859,03-May-17,Wednesday,Summer,Peer,Kanyakumari,East,Tamil Nadu,Food Grains,Dals & Pulses,929 ,0.20 ,167 ,28.3,No
OD4860,15-Dec-16,Thursday,Winter,Veronica,Viluppuram,East,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1464 ,0.30 ,527 ,28.3,No
OD4861,15-Dec-16,Thursday,Winter,Esther,Krishnagiri,East,Tamil Nadu,Bakery,Cakes,1501 ,0.40 ,255 ,28.3,No
OD4862,07-Jul-18,Saturday,Monsoon,Sharon,Chennai,East,Tamil Nadu,Food Grains,Dals & Pulses,2258 ,0.30 ,361 ,31.9,No
OD4863,08-Dec-18,Saturday,Winter,Muneer,Pudukottai,East,Tamil Nadu,Oil & Masala,Masalas,1173 ,0.20 ,481 ,30.2,No
OD4864,25-Jul-17,Tuesday,Monsoon,Jonas,Dharmapuri,East,Tamil Nadu,Bakery,Biscuits,2481 ,0.20 ,769 ,28.3,No
OD4865,01-Jun-18,Friday,Summer,Adavan,Ooty,East,Tamil Nadu,Food Grains,Atta & Flour,1180 ,0.20 ,71 ,28.3,No
OD4866,08-May-15,Friday,Summer,Amrish,Vellore,East,Tamil Nadu,Oil & Masala,Masalas,828 ,0.20 ,257 ,29.8,No
OD4867,22-Dec-18,Saturday,Winter,Shah,Chennai,East,Tamil Nadu,Fruits & Veggies,Fresh Fruits,843 ,0.10 ,160 ,28.3,No
OD4868,14-Sep-18,Friday,Monsoon,Rumaiza,Salem,East,Tamil Nadu,Snacks,Cookies,1475 ,0.30 ,354 ,30.1,No
OD4869,15-Dec-16,Thursday,Winter,Sabeela,Trichy,East,Tamil Nadu,Food Grains,Dals & Pulses,1599 ,0.30 ,544 ,28.3,No
OD4870,14-Sep-18,Friday,Monsoon,Vidya,Chennai,East,Tamil Nadu,"Eggs, Meat & Fish",Fish,1781 ,0.30 ,677 ,30.1,No
OD4871,03-May-17,Wednesday,Summer,Ravi,Salem,East,Tamil Nadu,Beverages,Soft Drinks,666 ,0.30 ,220 ,28.3,No
OD4872,25-Nov-17,Saturday,Post-Monsoon,Sheeba,Virudhunagar,South,Tamil Nadu,Bakery,Cakes,1447 ,0.20 ,116 ,28.3,No
OD4873,16-Apr-16,Saturday,Winter,Amy,Virudhunagar,South,Tamil Nadu,Beverages,Health Drinks,1726 ,0.30 ,121 ,28.3,No
OD4874,06-Jun-17,Tuesday,Summer,Malik,Virudhunagar,South,Tamil Nadu,Oil & Masala,Masalas,524 ,0.10 ,31 ,28.3,No
OD4875,06-Jun-17,Tuesday,Summer,Komal,Ramanadhapuram,South,Tamil Nadu,Fruits & Veggies,Fresh Fruits,1795 ,0.10 ,108 ,28.3,No
OD4876,05-Nov-17,Sunday,Post-Monsoon,Shah,Virudhunagar,South,Tamil Nadu,Snacks,Noodles,2075 ,0.20 ,623 ,28.3,No
OD4877,21-Dec-18,Friday,Winter,Anu,Trichy,South,Tamil Nadu,"Eggs, Meat & Fish",Eggs,638 ,0.30 ,70 ,28.3,No
OD4878,22-Sep-18,Saturday,Monsoon,Akash,Bodi,South,Tamil Nadu,Food Grains,Rice,2403 ,0.30 ,1033 ,28.3,No
OD4879,15-Jan-15,Thursday,Winter,Shree,Ooty,South,Tamil Nadu,Bakery,Biscuits,1883 ,0.10 ,301 ,28.3,No
OD4880,06-Jun-17,Tuesday,Summer,Hafiz,Virudhunagar,South,Tamil Nadu,Bakery,Biscuits,1613 ,0.30 ,419 ,28.3,No
OD4881,18-Apr-16,Monday,Winter,Sundar,Perambalur,South,Tamil Nadu,Bakery,Biscuits,1127 ,0.30 ,282 ,28.3,No
OD4882,12-Aug-15,Wednesday,Monsoon,Veena,Coimbatore,South,Tamil Nadu,Bakery,Breads & Buns,994 ,0.30 ,378 ,26.2,No
OD4883,15-Jun-16,Wednesday,Summer,Komal,Pudukottai,South,Tamil Nadu,Snacks,Chocolates,1159 ,0.10 ,220 ,28.3,No
OD4884,14-Jun-17,Wednesday,Summer,Esther,Kanyakumari,South,Tamil Nadu,Food Grains,Rice,1416 ,0.30 ,198 ,28.3,No
OD4885,09-Aug-17,Wednesday,Monsoon,Amy,Krishnagiri,South,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1242 ,0.30 ,559 ,29.9,No
OD4886,26-Mar-17,Sunday,Winter,Aditi,Theni,South,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,1964 ,0.30 ,157 ,28.3,No
OD4887,21-Dec-16,Wednesday,Winter,Yadav,Dindigul,South,Tamil Nadu,"Eggs, Meat & Fish",Fish,1480 ,0.30 ,622 ,28.3,Yes
OD4888,01-Aug-18,Wednesday,Monsoon,Anu,Krishnagiri,South,Tamil Nadu,Fruits & Veggies,Organic Fruits,2415 ,0.20 ,869 ,28.3,No
OD4889,14-Jan-18,Sunday,Winter,Yusuf,Krishnagiri,South,Tamil Nadu,Food Grains,Atta & Flour,839 ,0.30 ,218 ,28.3,Yes
OD4890,25-Dec-18,Tuesday,Winter,Suresh,Madurai,South,Tamil Nadu,Bakery,Biscuits,1958 ,0.30 ,725 ,28.3,Yes
OD4891,09-Jun-17,Friday,Summer,Ridhesh,Ooty,South,Tamil Nadu,Bakery,Cakes,1539 ,0.10 ,431 ,29.8,No
OD4892,22-Nov-16,Tuesday,Post-Monsoon,Sudeep,Virudhunagar,South,Tamil Nadu,Snacks,Chocolates,1591 ,0.10 ,143 ,28.3,No
OD4893,23-Nov-15,Monday,Post-Monsoon,Alan,Dindigul,West,Tamil Nadu,Snacks,Cookies,1957 ,0.30 ,842 ,26.3,No
OD4894,13-Dec-16,Tuesday,Winter,Jackson,Salem,West,Tamil Nadu,Snacks,Noodles,907 ,0.20 ,218 ,26,Yes
OD4895,21-Apr-18,Saturday,Winter,Sheeba,Ramanadhapuram,West,Tamil Nadu,Bakery,Breads & Buns,1036 ,0.30 ,269 ,28.3,No
OD4896,05-Oct-15,Monday,Post-Monsoon,Aditi,Salem,West,Tamil Nadu,Food Grains,Organic Staples,998 ,0.10 ,270 ,28.3,No
OD4897,19-Mar-18,Monday,Winter,Shree,Madurai,West,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,862 ,0.40 ,293 ,28.3,No
OD4898,21-Sep-18,Friday,Monsoon,Yusuf,Tirunelveli,West,Tamil Nadu,Snacks,Noodles,2313 ,0.20 ,578 ,30,Yes
OD4899,21-Sep-18,Friday,Monsoon,Akash,Chennai,West,Tamil Nadu,Beverages,Soft Drinks,2266 ,0.30 ,997 ,30,Yes
OD4900,15-Nov-15,Sunday,Post-Monsoon,Amrish,Theni,West,Tamil Nadu,Bakery,Biscuits,868 ,0.20 ,373 ,24.9,No
OD4901,29-Jun-18,Friday,Summer,Alan,Madurai,West,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1275 ,0.10 ,434 ,28.3,No
OD4902,17-Sep-18,Monday,Monsoon,Muneer,Nagercoil,West,Tamil Nadu,"Eggs, Meat & Fish",Chicken,1853 ,0.20 ,148 ,26.8,No
OD4903,03-May-16,Tuesday,Summer,Veronica,Trichy,West,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,2226 ,0.20 ,512 ,28.3,No
OD4904,19-Mar-18,Monday,Winter,Aditi,Bodi,West,Tamil Nadu,"Eggs, Meat & Fish",Mutton,1514 ,0.30 ,515 ,28.3,No
OD4905,18-Nov-18,Sunday,Post-Monsoon,Vince,Dindigul,West,Tamil Nadu,Fruits & Veggies,Fresh Vegetables,1663 ,0.10 ,432 ,28.3,No
OD4906,23-Mar-18,Friday,Winter,Surya,Tirunelveli,West,Tamil Nadu,Bakery,Cakes,2099 ,0.10 ,273 ,28.3,No
OD4907,22-Dec-18,Saturday,Winter,Kumar,Virudhunagar,West,Tamil Nadu,Beverages,Health Drinks,1036 ,0.10 ,425 ,28.3,No
OD4908,03-Nov-17,Friday,Post-Monsoon,Haseena,Viluppuram,West,Tamil Nadu,"Eggs, Meat & Fish",Chicken,2432 ,0.30 ,268 ,28.3,No
OD4909,03-Dec-17,Sunday,Winter,Arvind,Cumbum,West,Tamil Nadu,Food Grains,Organic Staples,2283 ,0.10 ,890 ,28.3,No
OD4910,13-Dec-16,Tuesday,Winter,Aditi,Tenkasi,West,Tamil Nadu,Bakery,Biscuits,2212 ,0.20 ,243 ,26,Yes
OD4911,12-Dec-16,Monday,Winter,Esther,Tenkasi,West,Tamil Nadu,"Eggs, Meat & Fish",Fish,1531 ,0.30 ,276 ,22.2,No
OD4912,28-Nov-15,Saturday,Post-Monsoon,Sheeba,Viluppuram,West,Tamil Nadu,Oil & Masala,Edible Oil & Ghee,1299 ,0.30 ,559 ,28.3,No
OD4913,25-Mar-18,Sunday,Winter,Jonas,Coimbatore,West,Tamil Nadu,Beverages,Health Drinks,1538 ,0.20 ,385 ,28.3,Yes
OD4914,22-Mar-16,Tuesday,Winter,Harish,Perambalur,West,Tamil Nadu,Bakery,Breads & Buns,1684 ,0.40 ,741 ,28.3,No
OD4915,18-May-18,Friday,Summer,Haseena,Viluppuram,West,Tamil Nadu,"Eggs, Meat & Fish",Eggs,1823 ,0.10 ,182 ,28.3,No
OD4916,01-Oct-16,Saturday,Post-Monsoon,Muneer,Nagercoil,West,Tamil Nadu,Fruits & Veggies,Fresh Fruits,600 ,0.30 ,120 ,28.3,Yes
OD4917,07-Sep-18,Friday,Monsoon,Arvind,Salem,West,Tamil Nadu,Beverages,Soft Drinks,1928 ,0.10 ,675 ,28.3,No
OD4918,20-Dec-15,Sunday,Winter,Jackson,Chennai,West,Tamil Nadu,Bakery,Breads & Buns,981 ,0.20 ,442 ,28.3,No
